test_name,file,line,rule_id,cwe,severity,message,tool
BenchmarkTest01006,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01006.java,72,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01006,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01006.java,75,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01007,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01007.java,71,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01008,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01008.java,70,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01009,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01009.java,70,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01010,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01010.java,71,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01011,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01011.java,71,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01011,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01011.java,73,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli,CWE-89,warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,semgrep
BenchmarkTest01012,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01012.java,73,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli,CWE-89,warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,semgrep
BenchmarkTest01012,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01012.java,73,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01013,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01013.java,85,java.lang.security.audit.tainted-xpath-from-http-request.tainted-xpath-from-http-request,CWE-643,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can.",semgrep
BenchmarkTest01013,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01013.java,92,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01014,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01014.java,83,java.lang.security.audit.tainted-xpath-from-http-request.tainted-xpath-from-http-request,CWE-643,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can.",semgrep
BenchmarkTest01014,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01014.java,85,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01015,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01015.java,69,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,CWE-326,warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,semgrep
BenchmarkTest01015,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01015.java,69,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,semgrep
BenchmarkTest01016,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01016.java,67,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,CWE-326,warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,semgrep
BenchmarkTest01016,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01016.java,67,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,semgrep
BenchmarkTest01017,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01017.java,67,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,CWE-326,warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,semgrep
BenchmarkTest01017,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01017.java,67,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,semgrep
BenchmarkTest01018,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01018.java,64,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,semgrep
BenchmarkTest01018,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01018.java,67,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,CWE-326,warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,semgrep
BenchmarkTest01018,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01018.java,67,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,semgrep
BenchmarkTest01020,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01020.java,61,java.lang.security.audit.crypto.desede-is-deprecated.desede-is-deprecated,CWE-326,warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.,semgrep
BenchmarkTest01020,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01020.java,61,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated,CWE-326,warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.,semgrep
BenchmarkTest01023,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01023.java,64,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,CWE-90,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",semgrep
BenchmarkTest01024,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01024.java,64,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request,CWE-90,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",semgrep
BenchmarkTest01025,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01025.java,53,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01026,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01026.java,53,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01027,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01027.java,53,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01028,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01028.java,70,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01029,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01029.java,73,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01030,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01030.java,73,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01031,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01031.java,58,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01032,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01032.java,59,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01032,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01032.java,72,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01033,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01033.java,59,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01033,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01033.java,72,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01034,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01034.java,59,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01034,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01034.java,72,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01035,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01035.java,59,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01035,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01035.java,72,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal,CWE-22,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",semgrep
BenchmarkTest01038,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01038.java,54,java.lang.security.audit.crypto.use-of-md5.use-of-md5,CWE-328,warning,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.,semgrep
BenchmarkTest01046,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01046.java,57,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01047,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01047.java,57,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01048,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01048.java,55,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01049,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01049.java,55,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01050,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01050.java,54,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01051,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01051.java,55,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01052,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01052.java,55,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01053,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01053.java,54,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01054,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01054.java,54,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01055,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01055.java,54,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01056,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01056.java,57,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01057,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01057.java,54,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01058,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01058.java,54,java.lang.security.audit.crypto.weak-random.weak-random,CWE-330,warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",semgrep
BenchmarkTest01059,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01059.java,53,java.lang.security.audit.crypto.weak-random.weak-random,CWE-330,warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",semgrep
BenchmarkTest01060,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01060.java,53,java.lang.security.audit.crypto.weak-random.weak-random,CWE-330,warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",semgrep
BenchmarkTest01061,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01061.java,70,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag,CWE-614,warning,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);',semgrep
BenchmarkTest01063,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01063.java,54,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01064,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01064.java,62,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",semgrep
BenchmarkTest01065,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01065.java,74,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",semgrep
BenchmarkTest01066,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01066.java,62,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",semgrep
BenchmarkTest01067,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01067.java,61,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",semgrep
BenchmarkTest01068,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01068.java,63,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request,CWE-78,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",semgrep
BenchmarkTest01080,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01080.java,56,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01081,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01081.java,56,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01082,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01082.java,56,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer,CWE-79,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",semgrep
BenchmarkTest01083,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01083.java,58,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
BenchmarkTest01084,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01084.java,58,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request,CWE-89,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,semgrep
