test_name,file,line,rule_id,severity,message,tool,cwe
BenchmarkTest00533,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00533.java,73,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00534,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00534.java,82,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00536,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00536.java,68,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00537,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00537.java,63,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00560,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00560.java,67,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00561,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00561.java,72,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00562,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00562.java,81,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00563,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00563.java,62,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00564,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00564.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00589,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00589.java,79,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00590,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00590.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00591,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00591.java,70,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00592,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00592.java,90,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00593,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00593.java,88,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00594,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00594.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00595,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00595.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00601,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00601.java,72,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00602,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00602.java,77,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00603,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00603.java,69,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00604,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00604.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00605,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,72,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00606,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,72,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00608,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,73,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00608,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00609,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,65,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00609,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,65,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00610,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,84,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00610,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,84,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00611,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,68,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00611,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00614,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,71,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00614,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,71,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00615,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,67,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00615,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,67,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00616,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,55,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00616,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,55,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube,CWE-327
BenchmarkTest00617,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,56,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube,CWE-327
BenchmarkTest00617,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,56,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00618,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00618.java,70,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube,CWE-327
BenchmarkTest00631,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00631.java,57,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00631,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00631.java,59,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00634,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00634.java,61,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00635,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00635.java,51,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00636,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00636.java,51,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00637,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00637.java,56,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00652,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00653,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00653.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00654,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00654.java,60,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00672,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00672.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00673,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00673.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00674,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00674.java,78,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00675,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00675.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00676,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00676.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00680,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00680.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00681,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00681.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00682,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00682.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00684,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,63,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00684,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,63,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00685,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,67,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00685,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,67,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00688,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,69,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00688,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,69,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00691,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00691.java,71,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00691,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00691.java,71,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00692,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00692.java,61,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00692,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00692.java,61,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00693,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00693.java,64,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00693,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00693.java,64,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00702,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java,57,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00703,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00703.java,66,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00703,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00703.java,68,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00704,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00704.java,59,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00704,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00704.java,61,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00705,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00705.java,57,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00708,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00708.java,53,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00733,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java,51,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00734,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00734.java,69,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00735,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00735.java,60,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00760,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00760.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00761,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00761.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00762,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00762.java,62,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00763,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00763.java,75,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00770,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00770.java,65,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00771,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00771.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00772,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00772.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00773,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00773.java,65,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00774,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00774.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00779,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00779.java,84,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00779,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00779.java,84,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00781,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00781.java,83,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00781,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00781.java,83,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00789,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00789.java,80,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00790,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00790.java,73,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00794,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00794.java,76,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00817,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00817.java,92,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00818,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00818.java,75,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00819,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00819.java,77,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00837,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00837.java,85,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00838,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00838.java,98,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00839,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00839.java,83,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00847,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00847.java,87,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00848,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00848.java,77,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00849,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00849.java,87,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00850,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00850.java,87,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00851,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00851.java,82,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00853,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00853.java,63,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00853,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00853.java,63,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00855,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00855.java,71,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00855,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00855.java,71,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00856,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00856.java,80,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00856,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00856.java,80,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00857,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00857.java,79,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00857,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00857.java,79,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube,CWE-327
BenchmarkTest00859,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00859.java,59,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube,CWE-327
BenchmarkTest00859,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00859.java,59,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube,CWE-327
BenchmarkTest00868,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00868.java,75,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00868,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00868.java,77,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00869,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00869.java,74,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00869,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00869.java,76,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00870,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00870.java,50,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00871,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00871.java,55,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00872,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00872.java,51,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube,CWE-1240
BenchmarkTest00898,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00898.java,57,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00899,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00899.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00900,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00900.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00901,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00901.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00902,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00902.java,54,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube,CWE-338
BenchmarkTest00924,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00924.java,66,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
BenchmarkTest00925,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00925.java,56,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube,CWE-89
