test_name,file,line,rule_id,severity,message,tool
BenchmarkTest00563,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00563.java,62,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00564,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00564.java,63,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00589,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00589.java,79,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00590,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00590.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00591,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00591.java,70,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00592,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00592.java,90,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00593,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00593.java,88,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00594,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00594.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00595,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00595.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00601,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00601.java,72,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00602,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00602.java,77,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00603,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00603.java,69,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00604,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00604.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00605,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,72,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00606,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,72,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00608,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,73,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00608,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00609,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,65,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00609,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,65,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00610,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,84,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00610,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,84,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00611,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,68,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00611,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,68,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00614,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,71,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00614,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,71,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00615,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,67,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00615,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,67,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00616,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,55,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00616,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,55,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest00617,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,56,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest00617,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,56,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00618,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00618.java,70,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest00631,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00631.java,57,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00631,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00631.java,59,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00634,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00634.java,61,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00635,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00635.java,51,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00636,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00636.java,51,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00637,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00637.java,56,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00652,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java,53,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00653,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00653.java,55,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00654,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00654.java,60,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00672,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00672.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00673,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00673.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00674,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00674.java,78,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00675,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00675.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00676,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00676.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00680,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00680.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00681,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00681.java,55,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00682,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00682.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00684,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,63,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00684,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,63,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00685,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,67,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00685,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,67,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00688,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,69,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00688,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,69,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00691,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00691.java,71,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00691,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00691.java,71,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00692,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00692.java,61,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00692,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00692.java,61,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00693,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00693.java,64,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00693,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00693.java,64,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00702,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java,57,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00703,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00703.java,66,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00703,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00703.java,68,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00704,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00704.java,59,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00704,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00704.java,61,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00705,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00705.java,57,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00708,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00708.java,53,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00733,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00733.java,51,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00734,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00734.java,69,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00735,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00735.java,60,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00760,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00760.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00761,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00761.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00762,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00762.java,62,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00763,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00763.java,75,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00770,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00770.java,65,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00771,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00771.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00772,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00772.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00773,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00773.java,65,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00774,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00774.java,74,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00779,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00779.java,84,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00779,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00779.java,84,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00781,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00781.java,83,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00781,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00781.java,83,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00789,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00789.java,80,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00790,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00790.java,73,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00794,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00794.java,76,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00817,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00817.java,92,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00818,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00818.java,75,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00819,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00819.java,77,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00837,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00837.java,85,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00838,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00838.java,98,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00839,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00839.java,83,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00847,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00847.java,87,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00848,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00848.java,77,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00849,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00849.java,87,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00850,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00850.java,87,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00851,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00851.java,82,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00853,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00853.java,63,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00853,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00853.java,63,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00855,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00855.java,71,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00855,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00855.java,71,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00856,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00856.java,80,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00856,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00856.java,80,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00857,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00857.java,79,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00857,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00857.java,79,java:S5542,CRITICAL,Use another cipher mode or disable padding.,sonarqube
BenchmarkTest00859,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00859.java,59,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00859,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00859.java,59,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest00868,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00868.java,75,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00868,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00868.java,77,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00869,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00869.java,74,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00869,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00869.java,76,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00870,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00870.java,50,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00871,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00871.java,55,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00872,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00872.java,51,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00898,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00898.java,57,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00899,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00899.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00900,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00900.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00901,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00901.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00902,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00902.java,54,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00924,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00924.java,66,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00925,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00925.java,56,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00926,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00926.java,64,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00927,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00927.java,65,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00928,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00928.java,60,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00929,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00929.java,75,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00937,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00937.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00938,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00938.java,61,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00939,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00939.java,73,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00940,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00940.java,64,java:S2077,MAJOR,Make sure using a dynamically formatted SQL query is safe here.,sonarqube
BenchmarkTest00945,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00945.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00945,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00945.java,73,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest00946,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00946.java,73,java:S5547,CRITICAL,Use a strong cipher algorithm.,sonarqube
BenchmarkTest00946,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00946.java,73,java:S5542,CRITICAL,Use a secure cipher mode.,sonarqube
BenchmarkTest00960,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00960.java,68,java:S2245,MAJOR,Make sure that using this pseudorandom number generator is safe here.,sonarqube
BenchmarkTest00961,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00961.java,69,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
BenchmarkTest00963,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00963.java,69,java:S4790,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.,sonarqube
