test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority
BenchmarkTest00891,0,CWE-79,0,0,0,0.6516,,0.2918844006955008,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00892,0,CWE-79,0,0,0,0.6516,,0.2918844006955008,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00893,0,CWE-79,0,0,0,0.6516,,0.2918844006955008,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00894,0,CWE-79,0,0,0,0.6516,,0.2376126864028741,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00895,0,CWE-78,1,1,0,0.5177,A formatted or concatenated string was detected as input to a ProcessBuilder call. This is dangerous if a variable is controlled by user input and could result in a command injection. Ensure your variables are not controlled by users or sufficiently sanitized.,0.31974668314763266,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00896,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00897,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5713557769679556,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00898,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00899,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00900,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00901,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00902,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00903,1,CWE-614,1,1,0,1.0,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);',0.9296620455478106,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00904,0,CWE-614,0,0,0,1.0,,0.10509525118902438,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00905,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00906,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5713557769679556,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00907,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5076583195183094,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00908,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00909,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5713557769679556,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00910,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00911,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00912,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00913,0,CWE-330,0,0,0,1.0,,0.05437237384043517,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00914,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00915,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00916,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00917,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00918,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00919,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00920,0,CWE-330,0,0,0,1.0,,0.05437237384043517,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00921,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00922,0,CWE-501,0,0,0,0.7234,,0.3381941644881687,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00923,0,CWE-501,0,0,0,0.7234,,0.3381941644881687,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00924,0,CWE-89,1,0,1,0.5746,Make sure using a dynamically formatted SQL query is safe here.,0.3461669168666841,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00925,0,CWE-89,1,0,1,0.5746,Make sure using a dynamically formatted SQL query is safe here.,0.2849134456975897,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00926,0,CWE-89,1,0,1,0.5746,Make sure using a dynamically formatted SQL query is safe here.,0.3461669168666841,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00927,0,CWE-89,1,0,1,0.5746,Make sure using a dynamically formatted SQL query is safe here.,0.3213664525227602,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00928,0,CWE-89,1,0,1,0.5746,Make sure using a dynamically formatted SQL query is safe here.,0.2849134456975897,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00929,0,CWE-89,1,0,1,0.5746,Make sure using a dynamically formatted SQL query is safe here.,0.22966555524516252,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00930,0,CWE-89,0,0,0,0.5746,,0.22537707007614627,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00931,0,CWE-89,0,0,0,0.5746,,0.22127245890996192,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00932,0,CWE-89,0,0,0,0.5746,,0.24016502690485492,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00933,0,CWE-89,0,0,0,0.5746,,0.23686947337572348,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00934,0,CWE-89,0,0,0,0.5746,,0.24016502690485492,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00935,0,CWE-89,0,0,0,0.5746,,0.24016502690485492,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00936,0,CWE-89,0,0,0,0.5746,,0.23686947337572348,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00937,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5312748750495969,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00938,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5312748750495969,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00939,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.4939336901384355,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00940,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5312748750495969,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00941,0,CWE-643,0,0,0,0.5185,,0.22184131406995117,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00942,0,CWE-327,0,0,0,0.9046,,0.09176958896267884,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00943,0,CWE-327,0,0,0,0.9046,,0.10245024003086535,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00944,0,CWE-327,0,0,0,0.9046,,0.10245024003086535,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00945,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.7669870863329693,P2 - High (ML Probable Vulnerability)
BenchmarkTest00946,1,CWE-327,1,0,1,0.9046,Use a strong cipher algorithm.,0.7669870863329693,P2 - High (ML Probable Vulnerability)
BenchmarkTest00947,1,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4729567405628093,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00948,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5131125537608819,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00949,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00950,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00951,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5323617688956359,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00952,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00953,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5300041467457454,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00954,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5333552162927581,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00955,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5446502000682291,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00956,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.528523134306003,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00957,0,CWE-22,0,0,0,0.531,,0.23926100857156368,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00958,0,CWE-22,0,0,0,0.531,,0.23939612297813506,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00959,1,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5026710330672093,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00960,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00961,1,CWE-328,2,1,1,1.0,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications.",0.9967183475989987,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00962,0,CWE-328,0,0,0,1.0,,0.2042594061680803,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00963,1,CWE-328,2,1,1,1.0,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.,0.9964738352100482,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00964,0,CWE-328,0,0,0,1.0,,0.2336827722158927,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00965,0,CWE-328,0,0,0,1.0,,0.2042594061680803,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00966,0,CWE-328,0,0,0,1.0,,0.2042594061680803,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00967,0,CWE-328,0,0,0,1.0,,0.21055491925120276,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00968,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00969,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00970,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00971,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00972,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00973,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00974,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00975,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00976,1,CWE-330,2,1,1,1.0,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead.",1.0,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00977,1,CWE-614,1,1,0,1.0,A cookie was detected without setting the 'secure' flag. The 'secure' flag for cookies prevents the client from transmitting the cookie over insecure channels such as HTTP. Set the 'secure' flag by calling 'cookie.setSecure(true);',0.9297381030001333,P1 - Critical (ML High-Confidence Vulnerability)
BenchmarkTest00978,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.543197997632849,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00979,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00980,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00981,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5140518495956894,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00982,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5076583195183094,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00983,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.565387778500283,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00984,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00985,0,CWE-330,0,0,0,1.0,,0.051215480072750806,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00986,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00987,0,CWE-330,0,0,0,1.0,,0.05157343440022427,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00988,0,CWE-330,0,0,0,1.0,,0.054878713660365834,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00989,0,CWE-330,0,0,0,1.0,,0.05437237384043517,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00990,0,CWE-330,0,0,0,1.0,,0.057764259022038515,P4 - Low (ML Suppressed / Likely False Alarm)
BenchmarkTest00991,1,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7078618281880859,P2 - High (ML Probable Vulnerability)
BenchmarkTest00992,0,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7065454651105066,P2 - High (ML Probable Vulnerability)
BenchmarkTest00993,0,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7065454651105066,P2 - High (ML Probable Vulnerability)
BenchmarkTest00994,1,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7078618281880859,P2 - High (ML Probable Vulnerability)
BenchmarkTest00995,1,CWE-501,1,1,0,0.7234,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.7097295014333608,P2 - High (ML Probable Vulnerability)
BenchmarkTest00996,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00997,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00998,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6172031360784221,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest00999,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6133730231246536,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01000,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01001,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6172031360784221,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01002,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6013870000430575,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01003,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6052657034562158,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01004,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6172031360784221,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01005,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6299341752169263,P3 - Medium (ML Moderate / Needs Review)
BenchmarkTest01006,1,CWE-89,1,1,0,0.5746,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.663158147073452,P2 - High (ML Probable Vulnerability)
BenchmarkTest01007,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6369388599842778,P3 - Medium (ML Moderate / Needs Review)
