test_name,real_vulnerability,cwe,num_tools_agreeing,flagged_by_semgrep,flagged_by_sonar,cwe_historical_precision,message,ml_risk_score,ml_priority,file,line,llm_verdict,llm_reason
BenchmarkTest01310,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5476500971406442,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01310.java,53,TP,"The code concatenates the untrusted variable `bar` directly into the SQL query, creating a classic SQL injection risk."
BenchmarkTest01573,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5402428179282152,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01573.java,55,TP,"The code directly appends the potentially user‑controlled variable `bar` to a fixed directory path without sanitization, enabling '../' sequences to traverse directories."
BenchmarkTest00459,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5305215095490278,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00459.java,65,TP,"The user‑controlled variable `bar` is concatenated with a base directory and passed directly to `FileOutputStream` without validation, enabling a path‑traversal attack."
BenchmarkTest01112,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5305215095490278,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01112.java,68,TP,"The code concatenates a user‑controlled value (`bar`) to a directory path without validation, allowing an attacker to craft `../` sequences that traverse directories."
BenchmarkTest01086,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6314792486337455,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01086.java,56,TP,"The user‑controlled value `bar` is concatenated directly into the SQL string without using a prepared statement or explicit sanitization, creating a classic SQL injection risk."
BenchmarkTest02513,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5089059229256337,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02513.java,59,TP,"The user‑controlled variable `cmd` is passed directly to `Runtime.exec` without validation, allowing an attacker to execute arbitrary OS commands."
BenchmarkTest02127,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6221848022643229,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02127.java,49,TP,"User‑controlled input (or data derived from it) is written directly to the response via `print` without any escaping, and X‑XSS‑Protection is disabled, creating a clear XSS risk."
BenchmarkTest01606,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5114755110284748,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01606.java,59,TP,"User‑controlled data (`bar`) is concatenated into the command string passed to `Runtime.exec`, allowing an attacker to inject arbitrary OS commands."
BenchmarkTest01353,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5683792859920807,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01353.java,62,TP,"User‑controlled `bar` is concatenated into a shell command string passed to cmd/sh via ProcessBuilder, allowing command injection."
BenchmarkTest01879,0,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6050253134234014,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01879.java,73,TP,"The password value (`bar`) is concatenated directly into the SQL string without using a parameter, creating a potential SQL injection point."
BenchmarkTest00361,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5402428179282152,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00361.java,72,TP,"The code concatenates a user‑controlled value (`bar`) to a directory path without validation, allowing an attacker to craft `../` sequences that traverse directories."
BenchmarkTest01391,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6315115188114625,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01391.java,55,TP,"User‑controlled input (`bar`) is concatenated directly into a SQL query string and executed via a plain Statement, creating a classic SQL injection risk."
BenchmarkTest01831,1,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.4960361627169889,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01831.java,79,TP,"The request‑derived variable `bar` is concatenated straight into the LDAP filter string without escaping, enabling an attacker to inject malicious LDAP syntax."
BenchmarkTest02202,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5349061735858125,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02202.java,58,TP,"The code concatenates a potentially user‑controlled value (`bar`) to a directory path and uses it directly in `FileOutputStream` without validation, allowing path traversal."
BenchmarkTest01583,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6221848022643229,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01583.java,54,TP,"The unescaped user‑controlled value `bar` is directly inserted into the HTML response via `out.format`, creating a reflected XSS risk."
BenchmarkTest00437,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5476500971406442,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00437.java,58,TP,"The code concatenates the untrusted variable `bar` into a SQL string and executes it with a plain `Statement`, which can be exploited for SQL injection."
BenchmarkTest01313,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6043967051102129,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01313.java,51,TP,"The value returned from the request is concatenated directly into an SQL string and executed with a plain Statement, creating a classic SQL injection risk."
BenchmarkTest01819,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.4901655263130386,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01819.java,54,TP,"The variable `bar` is directly concatenated into the SQL statement without sanitization, creating a classic SQL injection risk."
BenchmarkTest01316,1,CWE-643,1,1,0,0.5185,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can.",0.5218271178138495,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01316.java,63,TP,"User‑controlled data (`bar`) is concatenated into an XPath expression without validation, enabling XPath injection."
BenchmarkTest02643,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6371570818030259,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02643.java,75,TP,"The value `bar` derived from the request is concatenated directly into the SQL string without using prepared statements or sanitization, creating a potential SQL injection vulnerability."
BenchmarkTest02184,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6393503814415632,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02184.java,50,TP,"The user‑controlled value `bar` is concatenated directly into the SQL query without using prepared statements or sanitization, creating a potential SQL injection vulnerability."
BenchmarkTest02492,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447716715602264,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02492.java,51,FP,"The user input is HTML‑escaped with ESAPI.encodeForHTML before being written to the response, so no XSS payload can be reflected."
BenchmarkTest00997,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6050253134234014,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00997.java,74,TP,"Concatenating the untrusted `bar` value directly into the callable SQL string allows an attacker to inject or alter the stored‑procedure call, resulting in a potential SQL injection."
BenchmarkTest01569,0,CWE-90,1,1,0,0.4815,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data.",0.5087973542492934,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01569.java,60,TP,"The LDAP filter is constructed by directly concatenating the variable `bar` (likely user‑controlled) into the query string without any escaping or validation, allowing LDAP injection."
BenchmarkTest01467,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.63810138505586,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01467.java,65,TP,"User‑controlled data (`bar`) is concatenated directly into the SQL query without using prepared statements or explicit sanitization, creating a potential SQL injection vulnerability."
BenchmarkTest01558,1,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.46739305534568415,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01558.java,55,TP,"The query concatenates the untrusted variable `bar` into the SQL string and executes it via a plain `Statement`, which is vulnerable to SQL injection."
BenchmarkTest02330,0,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6447716715602264,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02330.java,66,TP,"The code writes user‑controlled data directly to the HTTP response without any escaping, while also disabling the browser’s XSS protection, creating a reflected XSS risk."
BenchmarkTest02198,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5394645256012154,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02198.java,52,TP,"The request‑derived value (via param → doSomething) is passed directly to new File(TESTFILES_DIR, bar) without sanitization, allowing an attacker to inject “../” sequences and traverse directories."
BenchmarkTest02057,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6221848022643229,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02057.java,59,TP,"User‑controlled data (bar) is written directly to the HTTP response without any escaping or sanitization, enabling reflected XSS."
BenchmarkTest00969,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5114755110284748,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00969.java,78,TP,"User‑controlled data (bar) is concatenated into a shell command string passed to ProcessBuilder, enabling command injection."
BenchmarkTest02713,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5752195073482003,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02713.java,58,TP,"The user‑controlled variable `cmd` is passed directly to `Runtime.exec` without validation, allowing an attacker to execute arbitrary OS commands."
BenchmarkTest02631,0,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6382802301796155,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02631.java,77,TP,"The `bar` variable is concatenated directly into the SQL string for the PASSWORD clause instead of being set as a prepared‑statement parameter, allowing potential SQL injection."
BenchmarkTest00593,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6050253134234014,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00593.java,86,TP,"The password value `bar` is concatenated into the query string without parameterization, allowing injection if it contains malicious input."
BenchmarkTest00306,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5114755110284748,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00306.java,69,FP,"The code passes the user‑controlled value as a single element in a String[] to Runtime.exec, which bypasses shell parsing and thus prevents command‑injection via typical shell metacharacters."
BenchmarkTest00762,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6221370751503495,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00762.java,60,TP,"The untrusted variable `bar` is concatenated directly into the callable SQL string, allowing an attacker to inject malicious procedure calls or additional SQL."
BenchmarkTest01027,0,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5394645256012154,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01027.java,53,TP,"User‑controlled input (`param`) is ultimately used to construct a `File` path without evident sanitization, enabling a possible '../' path‑traversal attack."
BenchmarkTest01065,0,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5089059229256337,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01065.java,74,FP,"Using Runtime.exec with a String[] passes arguments directly to the OS without a shell, so concatenating user data into a single argument does not enable command injection."
BenchmarkTest00431,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6393503814415632,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00431.java,55,TP,"The user‑controlled `param` value is assigned to `bar` and concatenated directly into the SQL query string, creating an exploitable SQL injection risk."
BenchmarkTest02150,1,CWE-78,1,1,0,0.5177,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values.",0.5089059229256337,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02150.java,71,FP,"The code calls Runtime.exec with a variable `args`, but there is no evidence in the snippet that `args` contains unsanitized user‑controlled input from the HTTP request."
BenchmarkTest02136,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6221848022643229,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02136.java,52,TP,"The code writes user‑controlled data directly to the HTTP response without any escaping and disables the browser’s XSS filter, creating a reflected XSS risk."
BenchmarkTest02534,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6161353418384643,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02534.java,55,TP,"The password value `bar` is concatenated into the query string without parameterization, allowing injection if it contains malicious input."
BenchmarkTest01476,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6043967051102129,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01476.java,65,TP,"User‑controlled data (`bar`) is concatenated directly into the SQL string and executed via a raw `Statement`, creating a classic SQL injection risk."
BenchmarkTest00040,1,CWE-22,1,1,0,0.531,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path.",0.5402428179282152,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00040.java,49,TP,"The request parameter is used directly to create a java.io.File object without any sanitization, allowing an attacker to supply “../” sequences to traverse directories."
BenchmarkTest00773,0,CWE-89,2,1,1,0.5746,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.,0.5278626301234679,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00773.java,65,TP,"The code concatenates the untrusted variable `bar` into a SQL string and executes it with a plain `Statement`, which can be exploited for SQL injection."
BenchmarkTest01718,1,CWE-89,2,1,1,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6050253134234014,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01718.java,77,TP,"The password value (`bar`) is concatenated into the SQL string without parameterization, allowing attacker‑controlled input to alter the query."
BenchmarkTest02357,1,CWE-89,1,1,0,0.5746,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.,0.6393503814415632,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest02357.java,64,TP,"The code concatenates the value returned from `doSomething(request, param)`—which originates from the HTTP request—directly into the SQL string without using prepared statements or sanitization, creating a classic SQL injection risk."
BenchmarkTest01050,1,CWE-79,1,1,0,0.6516,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views.",0.6221848022643229,P3 - Medium (ML Moderate / Needs Review),data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest01050.java,54,TP,"The decoded request header is printed straight to the response body without any sanitization or escaping, allowing attacker‑controlled data to be reflected as HTML/JavaScript."
