test_name,cwe,file,line,tools_involved,num_tools_agreeing,confidence,severities,sample_message
BenchmarkTest00571,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00571.java,76,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00572,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00572.java,77,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00573,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00573.java,70,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00574,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00574.java,75,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00576,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00576.java,74,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00588,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00588.java,68,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00590,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00590.java,72,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00591,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00591.java,69,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00593,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00593.java,86,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00595,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00595.java,72,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00597,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00597.java,67,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00598,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00598.java,72,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00600,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00600.java,84,semgrep,1,single-tool,warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00601,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00601.java,70,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00602,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00602.java,77,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00603,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00603.java,69,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00604,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00604.java,72,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00605,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00605.java,70,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00606,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00606.java,70,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected input from a HTTPServletRequest going into a SQL sink or statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use parameterized SQL queries or properly sanitize user input instead.
BenchmarkTest00607,CWE-643,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00607.java,79,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into a XPath evaluate or compile command. This could lead to xpath injection if variables passed into the evaluate or compile commands are not properly sanitized. Xpath injection could lead to unauthorized access to sensitive information in XML documents. Instead, thoroughly sanitize user input or use parameterized xpath queries if you can."
BenchmarkTest00607,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00607.java,81,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00608,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,76,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00608,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00608.java,73,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
BenchmarkTest00609,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,68,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00609,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00609.java,65,sonarqube,1,high (same CWE),CRITICAL,Use a strong cipher algorithm.
BenchmarkTest00610,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,87,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00610,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00610.java,84,sonarqube,1,high (same CWE),CRITICAL,Use a strong cipher algorithm.
BenchmarkTest00611,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,71,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00611,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00611.java,68,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
BenchmarkTest00614,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00614.java,71,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
BenchmarkTest00615,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00615.java,67,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
BenchmarkTest00616,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,58,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00616,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00616.java,55,sonarqube,1,high (same CWE),CRITICAL,Use a strong cipher algorithm.
BenchmarkTest00617,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,59,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00617,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00617.java,56,sonarqube,1,high (same CWE),CRITICAL,Use a strong cipher algorithm.
BenchmarkTest00622,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00622.java,69,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00623,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00623.java,57,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00624,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00624.java,58,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00624,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00624.java,71,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00625,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00625.java,61,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00625,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00625.java,74,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00627,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00627.java,63,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00627,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00627.java,76,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00630,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00630.java,82,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest00631,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00631.java,57,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00631,CWE-1240,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00631.java,59,sonarqube,1,single-tool,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.
BenchmarkTest00634,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00634.java,61,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00635,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00635.java,51,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00636,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00636.java,51,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00637,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00637.java,56,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.
BenchmarkTest00652,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00652.java,53,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00653,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00653.java,55,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00654,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00654.java,60,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00658,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00658.java,64,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00659,CWE-78,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00659.java,79,semgrep,1,single-tool,error,"Detected input from a HTTPServletRequest going into a 'ProcessBuilder' or 'exec' command. This could lead to command injection if variables passed into the exec commands are not properly sanitized. Instead, avoid using these OS commands with user-supplied input, or, if you must use these commands, use a whitelist of specific values."
BenchmarkTest00680,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00680.java,61,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00681,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00681.java,55,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00682,CWE-89,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00682.java,74,semgrep;sonarqube,2,high (same CWE),MAJOR;warning,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements (java.sql.PreparedStatement) instead. You can obtain a PreparedStatement using 'connection.prepareStatement'.
BenchmarkTest00684,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,66,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00684,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00684.java,63,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
BenchmarkTest00685,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,70,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00685,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00685.java,67,sonarqube,1,high (same CWE),CRITICAL,Use another cipher mode or disable padding.
BenchmarkTest00688,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,71,semgrep,1,high (same CWE),warning,Triple DES (3DES or DESede) is considered deprecated. AES is the recommended cipher. Upgrade to use AES.
BenchmarkTest00688,CWE-327,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00688.java,69,sonarqube,1,high (same CWE),CRITICAL,Use a strong cipher algorithm.
BenchmarkTest00691,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00691.java,71,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
BenchmarkTest00692,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00692.java,61,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
BenchmarkTest00693,CWE-326,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00693.java,64,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,DES is considered deprecated. AES is the recommended cipher. Upgrade to use AES. See https://www.nist.gov/news-events/news/2005/06/nist-withdraws-outdated-data-encryption-standard for more information.
BenchmarkTest00694,CWE-90,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00694.java,60,semgrep,1,single-tool,warning,"Detected input from a HTTPServletRequest going into an LDAP query. This could lead to LDAP injection if the input is not properly sanitized, which could result in attackers modifying objects in the LDAP tree structure. Ensure data passed to an LDAP query is not controllable or properly sanitize the data."
BenchmarkTest00696,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00696.java,69,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00697,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00697.java,57,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00698,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00698.java,52,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00699,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00699.java,69,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00700,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00700.java,63,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00700,CWE-22,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00700.java,76,semgrep,1,single-tool,error,"Detected a potential path traversal. A malicious actor could control the location of this file, to include going backwards in the directory with '../'. To address this, ensure that user-controlled variables in file paths are sanitized. You may also consider using a utility method such as org.apache.commons.io.FilenameUtils.getName(...) to only retrieve the file name from the path."
BenchmarkTest00702,CWE-330,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00702.java,57,semgrep;sonarqube,2,"medium (same line, different CWE label)",MAJOR;warning,"Detected use of the functions `Math.random()` or `java.util.Random()`. These are both not cryptographically strong random number generators (RNGs). If you are using these RNGs to create passwords or secret tokens, use `java.security.SecureRandom` instead."
BenchmarkTest00703,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00703.java,66,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00703,CWE-1240,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00703.java,68,sonarqube,1,single-tool,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.
BenchmarkTest00704,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00704.java,59,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00704,CWE-1240,owasp-benchmark:data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00704.java,61,sonarqube,1,single-tool,CRITICAL,Make sure this weak hash algorithm is not used in a sensitive context here.
BenchmarkTest00705,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00705.java,57,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,"Detected SHA1 hash algorithm which is considered insecure. SHA1 is not collision resistant and is therefore not suitable as a cryptographic signature. Instead, use PBKDF2 for password hashing or SHA256 or SHA512 for other hash function applications."
BenchmarkTest00708,CWE-328,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00708.java,53,semgrep;sonarqube,2,"medium (same line, different CWE label)",CRITICAL;warning,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use HMAC instead.
BenchmarkTest00712,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00712.java,59,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00715,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00715.java,52,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
BenchmarkTest00719,CWE-79,data/benchmark/src/main/java/org/owasp/benchmark/testcode/BenchmarkTest00719.java,54,semgrep,1,single-tool,warning,"Detected a request with potential user-input going into a OutputStream or Writer object. This bypasses any view or template environments, including HTML escaping, which may expose this application to cross-site scripting (XSS) vulnerabilities. Consider using a view technology such as JavaServer Faces (JSFs) which automatically escapes HTML views."
